Open,High,Low,Close,Volume
1881.47,1986.54,1881.47,1986.54,3881263104
2183.44,2259.03,2183.44,2258.99,6358920192
2201.59,2261.24,2201.59,2260.6,4564666368
2122.37,2166.09,2118.87,2152.25,3013411072
2291.66,2341.07,2291.66,2341.07,3618835200
2557.25,2642.11,2532.1,2642.11,4896308224
2508.39,2548.25,2419.29,2511.92,4953597952
2639.89,2696.87,2610.4,2696.5,5136709120
2623.74,2760.09,2609.31,2751.48,4764987904
2915.05,2989.05,2915.05,2989.05,5673677312
2935.21,2993.63,2932.64,2993.63,3767358720
3201.15,3243.88,3201.15,3240.3,6214375424
3362.73,3458.07,3362.73,3458.07,6039685632
3667.55,3784.08,3667.55,3782.26,7372002816
3831.55,3909.04,3809.97,3903.69,6557114880
4051.84,4164.81,4014.56,4133.83,5875138048
4089.85,4364.16,4076.52,4364.16,7162174464
4707.69,4784.43,4700.62,4761.7,8115643392
3901.79,3930.34,3615.11,3618.69,4516643328
4057.17,4117.25,4056.82,4104.55,6173008896
4400.4,4454.78,4400.4,4439.19,5788576768
4139.28,4184.33,3824.89,3851.94,4765213696
3571.72,3658.14,3489.12,3644.79,3350486784
3627.98,3737.69,3603.51,3711.71,4151975424
3654.86,3662.36,3532.06,3532.06,2084593536
3813.98,3984.79,3813.98,3984.79,5043356160
4279.04,4386.29,4277.83,4353.09,5300965376
4446.21,4504.66,4418.26,4504.34,5475012096
4343.73,4350.35,4257.38,4329.77,4050241792
4475.4,4570.57,4468.85,4570.57,4557650432
4802.43,4822.02,4680.1,4724.54,5224181760
4941.98,5023.52,4941.98,5008.83,6463971840
4881.12,5038.95,4834.32,5038.94,4922455552
4926.84,5052.76,4919.7,5047.6,5251173376
5040.3,5080.56,4974.56,5054.73,3962657792
5169.23,5178.6,5084.66,5088.6,3625830912
4896.83,4905.59,4774.24,4890.6,3424587520
4775.68,4812.22,4686.09,4688.29,2335567616
4251.17,4289.23,4211.15,4288.79,1808084608
4306.73,4396.04,4279.02,4361.87,1747105152
4090.91,4119.08,3996.16,4098.56,1725797376
4305.54,4389.15,4285.99,4371.68,1906283520
4130.1,4173.19,4102.01,4108.95,1199554816
4174.79,4209.04,4174.79,4194.02,1396754304
4495.5,4535.15,4464.24,4534.94,2910164480
4489.42,4531.26,4453.77,4467.81,1789208320
4780.47,4820.43,4755.01,4815.21,2855699712
5129.05,5241.55,5110.53,5230.75,4198748416
5372.82,5438.31,5354.86,5382.33,4084967680
5380.82,5467.13,5106.92,5270.96,4293508864
4951.38,5116.49,4915.97,5080.93,4278003712
4839.4,4868.31,4661.59,4663.41,1856793472
4842.94,4929.77,4842.94,4907.52,1591121024
5068.03,5184.15,5022.65,5153.6,3155457792
4986.44,5045.11,4935.3,4989.41,2411761408
5229.78,5296.26,5220.36,5223.82,4475802112
4829.24,4844.18,4589.51,4688.68,2592477696
4112.7,4394.76,3956.03,4347.74,2842838528
4298.39,4298.39,4115.52,4119.78,2174819840
3469.78,3631.55,3392.08,3588.76,1893883904
3831.04,3898.51,3823.67,3862.36,1990794112
3483.86,3495.03,3333.11,3338.27,1673230720
3716.51,3873.33,3669.36,3756.33,4279201280
4015.55,4086.43,3969.97,4024.99,3984169984
3944.54,4107.59,3932.71,4078.88,4698103808
4070.8,4098.65,3792.15,3813.94,3128654592
3712.76,3752.96,3679,3743.54,2010865920
3789.04,3804.56,3741.41,3771.1,2260091648
3250.44,3270.85,3165.7,3226.92,2012634240
2767.8,2970.4,2684.67,2951.84,2635683328
2805.59,2966.9,2797.12,2966.9,2844975104
2768.72,2848.63,2754.69,2811.23,1725578496
3148.61,3226.2,3146.74,3226.15,4209814272
3072.41,3081.41,2893.36,2948.53,2760995584
3161.21,3180.18,3116.84,3122.69,2839507200
3184.23,3201.05,3105.96,3132.77,2232051712
2913.87,2941.4,2857.91,2904.19,1805600128
2454.89,2496.6,2369.38,2472.3,1779557376
2316.68,2521.08,2287.69,2520.74,2633075712
2230.15,2279.55,2180.94,2237.87,1613418752
2246.73,2268.38,2199.15,2237.28,1886648960
2044.03,2108.59,2025.67,2072.81,1534172288
1915.32,1938.82,1797.08,1899.32,2114782720
2091.39,2158.15,2086.08,2138.07,3483687424
2034.55,2042.8,1968.9,1969.82,1574933760
1741.12,1756.36,1703.24,1704.57,1765187072
1716.3,1766.59,1706.83,1766.59,1546669184
1585.52,1613.4,1565.72,1590.23,1659295872
1530.03,1542.76,1514.58,1536.6,1677552512
1686.07,1802.61,1680.77,1784.5,4750786560
1916.87,1990.3,1900.52,1948.68,5982260224
1961.97,1965.65,1860.99,1861.52,4753992192
2062.64,2110.67,2034.64,2037.72,7428473344
2195.48,2203.3,2125.85,2127.18,5162982400
2135.68,2176.46,2118.3,2175.36,4187199232
2015.96,2035.84,1966.54,2003.49,2818966528
1969.63,2020.24,1962.62,2020.24,2471822592
2105.15,2162.35,2100.04,2137.84,3801176832
2209.13,2221.24,2166.09,2192.81,4078084608
2258.51,2306.77,2245.26,2306.77,4270051328
2528.8,2580.75,2500.54,2579.23,9083410432
2833.29,2854.56,2777.42,2854.44,9069168640
2769.63,2878.49,2753.85,2871.79,7358042112
2385.84,2485.03,2382.02,2478.81,3733312000
2661.95,2692.75,2528.61,2536.01,5060505088
2563.02,2604,2539.91,2603.06,3129485312
2784.89,2846.63,2779.7,2843.88,7075225600
2880.53,2904.59,2866.86,2883.21,5737614848
2941.39,2968.53,2925.74,2968.52,5302473216
3047.77,3102.78,3031.59,3099.43,7693697536
3173.53,3225.11,3142.12,3205.08,7986818048
2900.09,2959.95,2897.8,2959.95,4436508672
3215.6,3264.58,3204.31,3264.58,7298700288
3215.97,3247.84,3201.03,3234.15,6144825344
3328.12,3343.66,3302.74,3306.47,7000282624
3287.99,3300.22,3241.22,3276.75,5049246720
3379.92,3393.08,3352.63,3355.78,5816471552
3376.59,3391.37,3281.25,3309.59,5553930752
3433.2,3448.84,3415.75,3434.06,6473724928
3451.87,3454.9,3393.32,3405.13,5753125888
3433.72,3453.61,3419.37,3448.46,5012471808
3519.7,3584.86,3507.18,3584.86,7513046528
3706.56,3747.12,3697.98,3719.97,7785625088
3827.25,3862.29,3809.5,3852.86,7608516608
3945.24,3952.32,3831.4,3907.97,8262575616
3826.19,3933.37,3816.47,3928.58,7525916672
4008.23,4036.2,3875.76,3893.13,6669500928
3780.39,3789.75,3609.66,3609.7,5072646144
3366.46,3469.07,3344.31,3468.04,5158048768
3615.08,3627.37,3512.43,3531.41,4827620352
3422.95,3509.28,3408.08,3489.06,5383360512
3567.62,3659.44,3565.87,3641.82,5352228864
3879.1,3892.17,3707.02,3739.73,8051587584
3555.47,3583.6,3516.36,3536.81,3315150080
3586.04,3629.58,3555.95,3597.86,3919970816
3719.53,3808.18,3714.49,3808.18,5659440128
3914.61,3925.42,3869.15,3911.65,5806183424
3754.94,3955.78,3738.7,3955.78,6595069952
4148.43,4176.43,4120.39,4176.19,6832455168
4295.72,4366.85,4295.72,4364.97,8837484544
4516.28,4592.01,4513.56,4591.34,8283718144
4251.95,4405.69,4251.95,4405.33,6293950464
4508.63,4581.58,4503.49,4581.24,6049309696
4533.36,4533.8,4417.73,4513.59,4609314304
4195.12,4257.02,4185.11,4256.39,3209971968
4388.78,4447.76,4388.27,4447.2,4374973440
4451.93,4465.46,4393.9,4463.6,4527214592
4459.72,4470.31,4408.38,4446.07,4808960512
4444.25,4487.45,4432.29,4485.26,4529280000
4508.93,4542.71,4487.36,4510.53,5125673472
4513.4,4558.21,4480.19,4557.48,5704074752
4535.3,4640.35,4524.68,4639.63,6206169088
4835.83,4852.32,4791.99,4830.02,6615494656
4467.52,4492.65,4254.32,4294.38,4152028160
4344.04,4388.35,4296.88,4301.77,3853250560
4300.32,4334.34,4284.52,4311.89,2989657856
4414.06,4459.73,4352.44,4459.15,3884210944
4692.61,4705.16,4660.17,4690.29,5662885888
4653.06,4674.51,4607.86,4660.13,4721442816
4453.81,4492.04,4426.61,4491.47,2766447616
4690.27,4697.73,4642.98,4658.63,4704866816
4720.58,4748.91,4708.43,4744.42,4734372352
4744.34,4757.32,4726.52,4756.16,4910827520
4756.3,4828.1,4755.93,4827.21,6187885568
4833.81,4851.94,4820.06,4843.18,5943194624
4853.33,4862.17,4814.25,4853.68,5739704832
4851.83,4865.75,4829.02,4863.64,5328918528
4856.41,4881.91,4845.6,4864.92,5717551104
4866.52,4939.41,4866.24,4939.18,5841922560
4948.1,4976.83,4932.63,4976.38,7228171776
4977.76,4993.37,4793.28,4919.87,7346944512
4910.7,4978.27,4896.57,4977.51,5620229120
4975.08,4984.36,4879.91,4914.75,5425112064
4900.6,4936.88,4852.41,4898.67,4304573952
4850.86,4880.53,4688.12,4688.84,5827744768
4680.2,4750.49,4607.2,4749.93,5271907328
4753.12,4896.66,4747.39,4893.98,6395338752
4881.26,4950.49,4849.56,4902.73,6566782464
4892.04,4936.73,4840.17,4864.16,5576390144
4868.73,4904.97,4847.91,4866.55,4851044864
4852.19,4852.19,4645.16,4739.27,5371586560
4682.33,4767.8,4652.87,4714.43,4431985664
4730.49,4758.76,4560.13,4561.4,4829340160
4540.65,4547.48,4350.15,4438.68,4381965312
4353.45,4484.46,4324.5,4434.13,3183759104
4388.5,4564.79,4377.38,4564.76,4305059840
4557.45,4583.18,4418.74,4419.78,4498350080
4313.65,4443.53,4285.47,4350.76,4221155072
4346.7,4391.03,4175.66,4269.11,4019215872
4350.77,4366.69,4134.6,4144.35,4002580992
4100.6,4154.48,3979.13,4042.52,3657183488
4042.32,4158.35,3974.1,4157.84,3651686144
4129.89,4217.61,4107.18,4184.84,3694244096
4125.66,4132.38,3915.75,3915.75,3760313088
3894.09,3983.88,3818.29,3972.15,3771298304
3946.15,4037.85,3908.64,3977.38,3496051712
3941.61,4025.8,3890.35,3901.26,3343432192
3787.15,3982.41,3768.1,3982.39,4023081216
4016.35,4170.73,4016.35,4163.48,5441927680
4134.93,4177.79,4087.1,4133.35,4745101824
4117.49,4165.29,4097.24,4144.66,3422970880
4133.32,4228.44,4083.62,4218.64,4365236224
4254.85,4270.17,4203.49,4235.32,4531410944
4214.62,4259.16,4104.36,4104.36,4140822016
4059.41,4091.44,3933.39,4025.79,3874619136
4004.13,4084.05,3960.34,4083.62,3270880000
4099.85,4146.66,4053.55,4053.99,3754352640
4060.64,4095.49,4023.58,4089.03,3141512448
4000.65,4082.38,3985.15,4072.57,3497036288
4064.78,4122.39,4047.82,4109.32,3423959552
4124.81,4212.18,4110.43,4211.88,4755827200
4191.29,4261.16,4176.43,4223.57,4188617216
4239.06,4252.1,4193.08,4197.99,3441800704
4221.6,4237.1,4144.07,4145.24,2899836160
4131.68,4131.68,3945.73,3972.29,3504262400
3960.25,4087.45,3924.41,4087.02,3508624128
4081.64,4136.59,4069.22,4119.72,3461653760
4098.26,4138.78,4039.93,4094.57,3126797824
4090.97,4120.84,4070.49,4095.3,2497078784
4079.19,4080.02,3992.37,4028.43,2580171520
4023.11,4036.43,3944.47,3961.38,2111946880
3960.68,3973.93,3735.12,3736.98,3357564416
3699.18,3701.33,3620.27,3664.46,2553733888
3657.96,3692.9,3604.36,3606.59,2246347008
3600.76,3609,3430.36,3585.58,3070881280
3535.74,3586.58,3498.9,3563.88,2248425216
3556.19,3665.38,3554.07,3665.33,2959201280
3672.15,3718.93,3656.3,3718.66,2894769408
3729.24,3736.51,3663.73,3698.34,2779247104
3699.31,3817.67,3677.34,3807.6,4073329408
3809.75,3866.78,3799.43,3849.52,4001443584
3816.46,3816.46,3747.4,3788.75,3444529408
3795.21,3862.39,3795.18,3824.05,3540965888
3817.18,3850.2,3735.28,3735.39,3271061248
3713.66,3764.84,3672.02,3757.43,2798721024
3718.13,3848.63,3701.93,3842.31,3507423488
3849.04,3951.54,3848.74,3951.36,5268350464
3953.77,4001.43,3937.48,3959.43,5204248576
3947.99,4018.06,3940.46,4017.86,4617888256
4020.91,4028.51,3965.7,4015.47,4471046144
4023.06,4071.47,4011.75,4071.09,4385787392
4062.25,4091.31,4041.9,4068.86,4106628352
