Open,High,Low,Close,Volume
1875.631,1888.101,1825.526,1839.621,46244580
1809.225,1809.225,1721.604,1723.351,50534797
1671.396,1786.435,1664.925,1771.821,59847441
1786.2,1795.087,1719.335,1719.812,52188518
1732.772,1788.204,1710.726,1763.607,53560920
1754.206,1765.679,1721.59,1728.786,40219619
1713.763,1750.319,1702.981,1719.774,35858333
1707.925,1717.101,1678.957,1706.703,39253457
1716.219,1788.258,1716.219,1760.609,60317911
1720.421,1728.219,1703.099,1717.722,45680712
1686.524,1762.233,1680.602,1747.713,46807658
1782.305,1876.162,1782.305,1874.801,91273263
1872.067,1887.795,1840.916,1843.607,90879185
1820.439,1863.896,1815.076,1859.11,65873321
1837.274,1942.897,1825.883,1927.613,121067441
1943.964,1987.261,1921.836,1986.438,130439493
1981.264,2031.103,1963.854,2030.485,136840656
2020.986,2050.879,1889.865,1902.43,156698879
1889.351,2023.911,1883.835,2017.474,128809645
1977.208,2030.868,1956.734,1983.76,130840578
1932.596,2013.179,1893.147,1969.389,127123084
1961.206,1974.47,1893.343,1897.06,84519444
1925.248,1939.369,1858.165,1888.715,69541174
1890.333,1914.708,1873.179,1897.884,65140003
2012.686,2022.483,1916.466,1917.861,122337126
1901.675,1915.274,1856.286,1871.156,77722281
1865.743,1895.756,1838.1,1894.615,81890353
1856.97,1907.775,1846.533,1889.638,104288934
1903.429,1965.83,1902.94,1965.414,134916124
1992.72,2055.207,1985.198,2001.504,175952280
1984.258,2019.748,1975.711,2018.656,118490336
2049.162,2091.284,2038.189,2090.773,164973061
2100.772,2100.806,2036.889,2037.74,145334179
2025.027,2079.552,2005.558,2079.117,128251050
2072.577,2087.196,2028.726,2031.681,121696744
2014.58,2023.177,1932.272,1954.215,108147808
1977.028,1989.303,1936.561,1964.374,81536951
1948.859,1976.719,1907.826,1975.006,78328544
1983.836,2003.375,1971.816,1976.819,97247278
1978.974,2016.569,1958.975,2015.694,92160304
2006.208,2038.657,1997.12,2018.463,102183392
2016.454,2016.454,1965.354,1987.755,86820548
1990.049,1990.049,1895.178,1897.225,98985955
1873.577,1887.314,1850.855,1863.8,74495756
1865.721,1877.768,1832.355,1852.419,64566147
1852.911,1866.63,1840.191,1851.518,53256201
1846.304,1856.334,1815.407,1850.48,55021399
1851.909,1862.937,1826.98,1832.91,56466221
1834.949,1844.367,1814.752,1820.805,50396099
1849.02,1880.716,1844.094,1880.716,67136715
1878.827,1938.69,1871.971,1937.145,99066756
1938.974,1948.233,1920.515,1924.012,92360086
1890.242,1894.171,1862.263,1878.181,80374000
1875.164,1909.349,1875.164,1904.861,71224779
1897.703,1924.441,1886.833,1900.347,83645557
1880.868,1888.309,1861.811,1863.367,73836460
1862.31,1929.276,1862.309,1928.869,87918051
1912.772,1937.728,1902.542,1920.206,115984409
1928.922,1984.728,1928.922,1954.438,132972538
1971,2018.51,1966.188,1986.672,109401361
1981.147,1994.809,1956.102,1994.107,74565389
1965.944,2007.911,1960.529,1985.016,87289198
