Open,High,Low,Close
4261.42,4284.15,4239.65,4277.3
4327.85,4357.21,4327.53,4351.97
4352.76,4362.5,4344.15,4357.97
4368.81,4371.71,4341,4352.12
4370.98,4371.39,4319.15,4336.22
4332.62,4339.93,4307.84,4334.45
4342.93,4354.43,4295.47,4307.19
4288.6,4323.33,4270.22,4323.33
4338.26,4339.9,4242.94,4260.42
4250.45,4272.34,4241.94,4245.4
4274.22,4301.28,4273.01,4279.95
4286.22,4334.66,4284.11,4333.31
4331.46,4334.3,4283.53,4307.6
4297.99,4329.61,4287.41,4319.28
4339.9,4344.39,4268.34,4276.79
4289.31,4289.44,4190.61,4226.39
4252.57,4274.32,4203.65,4234.27
4254.98,4263.03,4173.58,4173.58
4169.4,4186.02,4131.84,4151.23
4163.18,4203.47,4144.71,4155.76
4185.62,4212.97,4180.54,4199
4219.87,4268.2,4218.77,4268.04
4281.61,4286.09,4258.85,4276.46
4282.18,4284.69,4216.57,4237.74
4263.94,4267.06,4118.71,4127.73
4110.92,4133.68,4052.14,4079.75
4085.18,4120.24,4066.2,4112.86
4129.63,4184.22,4121.17,4183.31
4181.21,4182.59,4042.79,4062.29
4015.07,4067.22,3991.64,3999.73
4038.06,4050.79,3986.5,4022.69
4032.63,4054.8,3946.03,4034.16
4066.82,4086.28,4038.81,4086.22
4080.3,4110.46,4064.7,4095.52
4105.36,4121.55,4081.91,4121.55
4132.06,4170.72,4131.61,4161.46
4160.9,4161.44,4125.41,4126.97
4174.61,4177.16,4107.52,4148.34
4125.16,4126.98,4068.1,4075.56
4091.81,4111.59,4014.17,4074.4
4089.51,4111.45,4070.24,4103.54
4085.19,4116.14,4070.62,4114.56
4121.25,4149.56,4105.61,4127.45
4138.63,4145.06,4115.89,4123.9
4099.25,4138.34,4086.35,4138.06
4128.22,4132.46,4080.76,4080.76
4085.49,4091.03,4021.05,4067.67
4053.28,4109.2,4039.91,4051.5
4043.44,4071.87,4025.24,4071.87
4092.84,4146.53,4092.09,4143.86
4144.9,4155.13,4128.01,4130.16
4122.08,4132.32,4093.83,4100.63
4096.44,4098.25,4035.96,4069.29
4070.35,4091.14,4044.29,4090.59
4080.33,4128.47,4075.7,4125.82
4121.11,4124.86,4080.61,4096.89
4105.96,4133.61,4103.61,4131.54
4136.09,4164.85,4131.47,4154.34
4159.78,4186.58,4148.3,4185.81
4206.44,4237.07,4204.72,4237.07
4234.96,4238.18,4216.89,4225.07
4238.04,4247.94,4228.96,4247.94
4251.49,4252.08,4221.95,4242.62
4247.96,4247.96,4207.61,4237.2
4222.04,4240.35,4215.8,4234.08
4222.21,4256.19,4216.23,4251.65
4259.12,4299.5,4241.68,4296.23
4312.76,4322.51,4305.74,4321.4
4324.35,4346.74,4320.28,4336.24
4329.2,4338.87,4319.93,4338
4322.92,4338.21,4315.49,4331.93
4323.11,4328.35,4284.53,4297.63
4315.31,4317.67,4288.41,4310.65
4303.93,4326.89,4296.26,4321.1
4316.01,4346.12,4311.15,4337.23
4341.18,4365.1,4320.54,4362.84
4370.14,4372.18,4339.61,4359.33
4365.37,4368.8,4354.03,4368.03
4368.95,4371.81,4358.68,4368.68
4367.9,4399.87,4342.9,4350.35
4341.94,4383.55,4339.48,4379.76
4379.44,4379.81,4347.45,4379.05
4371.8,4398.85,4371.6,4397.93
4398.37,4417.47,4396.63,4408.18
4424.71,4471.59,4424.43,4458.65
4457.84,4466.91,4450.88,4457.73
4472.99,4485.93,4463.85,4485.93
4477.74,4478.02,4447.6,4451.53
4442.87,4443.56,4372.04,4391.47
4403.03,4421.93,4388.01,4419.03
4352.03,4415.85,4351.04,4396.2
4401.05,4417.16,4389.29,4415.49
4441.39,4451.6,4432.95,4440.42
4444.91,4451.93,4389.7,4416.39
4446.17,4448.87,4419.71,4425.97
4411.52,4425.38,4352.23,4363.44
4379.94,4434.44,4378.22,4432.15
4421.2,4432.41,4404.51,4424.7
4444.94,4464.13,4443.35,4456.02
4468.16,4480.73,4457.94,4473.69
4481.61,4485.5,4465.94,4472.11
4448.06,4457.95,4430.43,4449.56
4451.12,4455.39,4413.91,4444.91
4456.07,4470.97,4441.03,4442.7
4468.44,4476.06,4444.51,4462.9
4421.29,4430.8,4367.15,4369.77
4363.39,4385.05,4324.02,4352.64
4365.62,4395.38,4343.03,4383.89
4364.59,4383.02,4333.58,4352.84
4326.28,4378.99,4325.04,4355.05
4373.24,4379.7,4321.89,4334.97
4340.88,4373.12,4327.87,4370.9
4387.38,4415.78,4384.15,4401.33
4394.69,4407.08,4371.84,4389.25
4407.86,4434.31,4403.64,4434.12
4438.13,4453,4433.94,4453
4479.64,4482.47,4427.13,4464.93
4490.53,4509.16,4486.48,4508.31
4514.25,4528.91,4513.92,4527.52
4517.59,4533.01,4515.73,4526.48
4526.58,4534,4513.88,4532.1
4534.87,4547.23,4521.82,4538.55
4563.72,4571.14,4547.78,4557.35
4563.81,4575.59,4556.78,4570.64
4574.35,4575.81,4561.84,4569.62
4552.55,4565.96,4546.62,4557.69
4571.76,4580.27,4553.78,4580.27
4592.42,4598.64,4576.81,4598.19
4610.14,4610.14,4565.38,4572.57
4581.52,4603.15,4553.31,4562.29
4560.63,4583,4542.74,4582.9
4579.06,4600.4,4570.23,4592.28
4588.83,4599.03,4544.44,4552.28
4554.16,4587.09,4544.84,4586.52
4567.64,4591.81,4559.75,4591.81
4588.77,4590.08,4555.68,4567.6
4567.45,4567.47,4506.73,4518.9
4502.11,4558.23,4499.87,4552.76
4553.96,4582.4,4539.36,4562.19
4575.74,4593.98,4572.62,4593.43
4606.13,4610.57,4563.44,4579.79
4568.45,4568.87,4513.12,4527.69
4511.32,4536.03,4508.42,4508.69
4514.92,4557.27,4500.13,4555.22
4540.82,4546.93,4466.64,4466.75
4476.48,4515.75,4475.48,4512.19
4465.84,4515.24,4464.44,4505.85
4512.64,4522.06,4483.92,4493.39
4486.65,4486.65,4409.31,4422.09
4421.25,4441.95,4367.74,4430.19
4456.81,4488.07,4445.72,4475.62
4492.4,4496.26,4444.1,4454.8
4433.94,4441.76,4385.2,4385.2
4385.92,4473.73,4355.34,4468.59
4458.29,4464.13,4377.28,4378.34
4354.63,4380.51,4276.24,4276.24
4274.9,4303.82,4212.87,4213.66
4246.23,4281.34,4212.82,4227.17
4154.1,4231.54,4116.6,4215.32
